question_id,prompt_strategy,model,model_answer,raw_response,response_time,tokens_used,timestamp,correct_answer,score,result_id
MIR-2024-v01-t01-Q108,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2060754299163818,236,2025-03-26T22:41:50.652076,D,3,MIR-2024-v01-t01-Q108-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q109,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.6453955173492432,141,2025-03-26T22:41:51.798436,B,3,MIR-2024-v01-t01-Q109-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q110,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.272219181060791,170,2025-03-26T22:41:53.571596,C,3,MIR-2024-v01-t01-Q110-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q111,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9664936065673828,175,2025-03-26T22:41:55.039020,A,3,MIR-2024-v01-t01-Q111-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q112,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.4033863544464111,299,2025-03-26T22:41:56.943398,C,3,MIR-2024-v01-t01-Q112-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q113,Prompt-001,claude-3-7-sonnet-20250219,B,B,2.0438899993896484,279,2025-03-26T22:41:59.488437,B,3,MIR-2024-v01-t01-Q113-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q114,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.7050042152404785,149,2025-03-26T22:42:00.694396,D,3,MIR-2024-v01-t01-Q114-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q115,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.1002559661865234,358,2025-03-26T22:42:02.295621,D,3,MIR-2024-v01-t01-Q115-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q116,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.0554430484771729,169,2025-03-26T22:42:03.852014,C,3,MIR-2024-v01-t01-Q116-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q117,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9632580280303955,153,2025-03-26T22:42:05.316209,A,3,MIR-2024-v01-t01-Q117-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q118,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.1669275760650635,202,2025-03-26T22:42:06.984117,D,3,MIR-2024-v01-t01-Q118-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q119,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.3769941329956055,263,2025-03-26T22:42:08.862063,C,3,MIR-2024-v01-t01-Q119-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q120,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.2096867561340332,166,2025-03-26T22:42:10.572922,B,3,MIR-2024-v01-t01-Q120-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q121,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.8064615726470947,215,2025-03-26T22:42:12.880347,D,3,MIR-2024-v01-t01-Q121-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q122,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2346086502075195,224,2025-03-26T22:42:14.615808,C,3,MIR-2024-v01-t01-Q122-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q123,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1143715381622314,205,2025-03-26T22:42:16.231163,C,3,MIR-2024-v01-t01-Q123-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q124,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.9202382564544678,353,2025-03-26T22:42:17.652395,C,3,MIR-2024-v01-t01-Q124-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q125,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.371300458908081,180,2025-03-26T22:42:19.524661,D,3,MIR-2024-v01-t01-Q125-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q126,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.1019706726074219,235,2025-03-26T22:42:21.127504,D,3,MIR-2024-v01-t01-Q126-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q127,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.1047749519348145,165,2025-03-26T22:42:22.733245,B,3,MIR-2024-v01-t01-Q127-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q128,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.0003764629364014,331,2025-03-26T22:42:24.234516,D,3,MIR-2024-v01-t01-Q128-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q129,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.2143025398254395,205,2025-03-26T22:42:25.949744,A,3,MIR-2024-v01-t01-Q129-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q130,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.0784504413604736,183,2025-03-26T22:42:27.529124,D,3,MIR-2024-v01-t01-Q130-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q131,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2805061340332031,348,2025-03-26T22:42:29.310549,D,3,MIR-2024-v01-t01-Q131-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q132,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.8376424312591553,200,2025-03-26T22:42:30.649176,A,3,MIR-2024-v01-t01-Q132-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q133,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.0406708717346191,340,2025-03-26T22:42:32.190879,B,3,MIR-2024-v01-t01-Q133-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q134,Prompt-001,claude-3-7-sonnet-20250219,C,C,19.3799786567688,287,2025-03-26T22:42:52.071956,C,3,MIR-2024-v01-t01-Q134-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q135,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.0423147678375244,271,2025-03-26T22:42:53.615229,B,3,MIR-2024-v01-t01-Q135-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q136,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.787546157836914,345,2025-03-26T22:42:55.903740,C,3,MIR-2024-v01-t01-Q136-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q137,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.4325110912322998,263,2025-03-26T22:42:57.837136,A,-1,MIR-2024-v01-t01-Q137-RespC-CorrectA-Score-1
MIR-2024-v01-t01-Q138,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.1998741626739502,340,2025-03-26T22:42:59.537951,D,3,MIR-2024-v01-t01-Q138-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q139,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.4511408805847168,185,2025-03-26T22:43:01.490034,D,3,MIR-2024-v01-t01-Q139-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q140,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.4099836349487305,196,2025-03-26T22:43:03.400979,B,3,MIR-2024-v01-t01-Q140-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q141,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.711216926574707,137,2025-03-26T22:43:04.613096,A,3,MIR-2024-v01-t01-Q141-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q142,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1908679008483887,295,2025-03-26T22:43:06.304933,A,3,MIR-2024-v01-t01-Q142-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q143,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.8049402236938477,162,2025-03-26T22:43:08.610798,B,3,MIR-2024-v01-t01-Q143-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q144,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.0772778987884521,314,2025-03-26T22:43:10.189207,B,3,MIR-2024-v01-t01-Q144-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q145,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2248916625976562,169,2025-03-26T22:43:11.915102,D,3,MIR-2024-v01-t01-Q145-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q146,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.14601469039917,218,2025-03-26T22:43:13.562020,C,3,MIR-2024-v01-t01-Q146-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q147,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.6079206466674805,158,2025-03-26T22:43:14.671087,B,3,MIR-2024-v01-t01-Q147-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q148,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0539634227752686,308,2025-03-26T22:43:16.226022,A,3,MIR-2024-v01-t01-Q148-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q149,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1204593181610107,208,2025-03-26T22:43:17.847424,A,3,MIR-2024-v01-t01-Q149-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q150,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.8410882949829102,161,2025-03-26T22:43:19.189450,D,3,MIR-2024-v01-t01-Q150-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q151,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.9139852523803711,313,2025-03-26T22:43:20.604391,A,3,MIR-2024-v01-t01-Q151-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q152,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.9408996105194092,205,2025-03-26T22:43:23.046210,A,3,MIR-2024-v01-t01-Q152-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q153,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.7477056980133057,240,2025-03-26T22:43:25.295000,B,3,MIR-2024-v01-t01-Q153-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q154,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.5406103134155273,231,2025-03-26T22:43:27.336495,B,3,MIR-2024-v01-t01-Q154-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q155,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.9425861835479736,185,2025-03-26T22:43:28.779960,B,3,MIR-2024-v01-t01-Q155-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q156,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.5382602214813232,215,2025-03-26T22:43:30.819252,C,3,MIR-2024-v01-t01-Q156-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q157,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0236680507659912,143,2025-03-26T22:43:32.343940,A,3,MIR-2024-v01-t01-Q157-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q158,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.6387715339660645,149,2025-03-26T22:43:33.483617,C,3,MIR-2024-v01-t01-Q158-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q159,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2045817375183105,338,2025-03-26T22:43:35.189181,C,3,MIR-2024-v01-t01-Q159-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q160,Prompt-001,claude-3-7-sonnet-20250219,C,C,2.899061679840088,314,2025-03-26T22:43:38.589189,A,-1,MIR-2024-v01-t01-Q160-RespC-CorrectA-Score-1
MIR-2024-v01-t01-Q161,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.1012356281280518,256,2025-03-26T22:43:40.191456,A,3,MIR-2024-v01-t01-Q161-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q163,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.516340732574463,266,2025-03-26T22:43:42.208769,D,3,MIR-2024-v01-t01-Q163-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q164,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1274800300598145,265,2025-03-26T22:43:43.837171,C,3,MIR-2024-v01-t01-Q164-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q165,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.2211778163909912,317,2025-03-26T22:43:45.559253,A,-1,MIR-2024-v01-t01-Q165-RespB-CorrectA-Score-1
MIR-2024-v01-t01-Q166,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.2555527687072754,317,2025-03-26T22:43:47.315731,B,-1,MIR-2024-v01-t01-Q166-RespD-CorrectB-Score-1
MIR-2024-v01-t01-Q167,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.074422836303711,280,2025-03-26T22:43:48.891052,C,3,MIR-2024-v01-t01-Q167-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q168,Prompt-001,claude-3-7-sonnet-20250219,D,D,2.2643039226531982,198,2025-03-26T22:43:51.656316,D,3,MIR-2024-v01-t01-Q168-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q169,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1285440921783447,339,2025-03-26T22:43:53.285816,B,-1,MIR-2024-v01-t01-Q169-RespC-CorrectB-Score-1
MIR-2024-v01-t01-Q170,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.1550965309143066,269,2025-03-26T22:43:54.941855,B,3,MIR-2024-v01-t01-Q170-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q171,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.6091506481170654,235,2025-03-26T22:43:57.051905,C,3,MIR-2024-v01-t01-Q171-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q172,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.2728757858276367,278,2025-03-26T22:43:58.825746,A,-1,MIR-2024-v01-t01-Q172-RespB-CorrectA-Score-1
MIR-2024-v01-t01-Q173,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.104517936706543,282,2025-03-26T22:44:00.431239,A,-1,MIR-2024-v01-t01-Q173-RespD-CorrectA-Score-1
MIR-2024-v01-t01-Q174,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.2776880264282227,302,2025-03-26T22:44:02.209859,B,3,MIR-2024-v01-t01-Q174-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q175,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.6467516422271729,150,2025-03-26T22:44:03.357693,B,3,MIR-2024-v01-t01-Q175-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q176,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.9786193370819092,283,2025-03-26T22:44:05.837246,C,3,MIR-2024-v01-t01-Q176-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q177,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.320019006729126,379,2025-03-26T22:44:07.658229,C,3,MIR-2024-v01-t01-Q177-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q178,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.258875846862793,252,2025-03-26T22:44:09.418061,A,3,MIR-2024-v01-t01-Q178-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q179,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.8154535293579102,288,2025-03-26T22:44:11.734488,D,3,MIR-2024-v01-t01-Q179-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q180,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0739359855651855,241,2025-03-26T22:44:13.309440,A,3,MIR-2024-v01-t01-Q180-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q181,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.3799653053283691,278,2025-03-26T22:44:15.190310,B,-1,MIR-2024-v01-t01-Q181-RespD-CorrectB-Score-1
MIR-2024-v01-t01-Q182,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2082791328430176,336,2025-03-26T22:44:16.899528,C,3,MIR-2024-v01-t01-Q182-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q183,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.2528767585754395,265,2025-03-26T22:44:18.653305,B,3,MIR-2024-v01-t01-Q183-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q184,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.8258788585662842,170,2025-03-26T22:44:19.980141,B,3,MIR-2024-v01-t01-Q184-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q185,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.4149465560913086,195,2025-03-26T22:44:21.896048,B,3,MIR-2024-v01-t01-Q185-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q187,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.1973671913146973,301,2025-03-26T22:44:23.594415,C,3,MIR-2024-v01-t01-Q187-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q188,Prompt-001,claude-3-7-sonnet-20250219,D,D,0.7386188507080078,149,2025-03-26T22:44:24.833867,D,3,MIR-2024-v01-t01-Q188-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q189,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.3593523502349854,288,2025-03-26T22:44:26.694278,D,3,MIR-2024-v01-t01-Q189-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q190,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.7821974754333496,314,2025-03-26T22:44:28.977517,A,3,MIR-2024-v01-t01-Q190-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q191,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.9196271896362305,276,2025-03-26T22:44:30.398096,B,3,MIR-2024-v01-t01-Q191-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q192,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.138662338256836,240,2025-03-26T22:44:32.037695,A,-1,MIR-2024-v01-t01-Q192-RespB-CorrectA-Score-1
MIR-2024-v01-t01-Q193,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2052624225616455,274,2025-03-26T22:44:33.743890,C,3,MIR-2024-v01-t01-Q193-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q194,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.7905213832855225,222,2025-03-26T22:44:36.035365,A,3,MIR-2024-v01-t01-Q194-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q195,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.0903406143188477,219,2025-03-26T22:44:37.626737,A,3,MIR-2024-v01-t01-Q195-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q196,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.8345510959625244,300,2025-03-26T22:44:38.962336,A,3,MIR-2024-v01-t01-Q196-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q197,Prompt-001,claude-3-7-sonnet-20250219,B,B,2.0859267711639404,315,2025-03-26T22:44:41.549242,B,3,MIR-2024-v01-t01-Q197-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q198,Prompt-001,claude-3-7-sonnet-20250219,C,C,2.390876293182373,287,2025-03-26T22:44:44.441145,C,3,MIR-2024-v01-t01-Q198-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q199,Prompt-001,claude-3-7-sonnet-20250219,D,D,1.553574562072754,243,2025-03-26T22:44:46.495750,D,3,MIR-2024-v01-t01-Q199-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q200,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.2032151222229004,171,2025-03-26T22:44:48.199988,C,3,MIR-2024-v01-t01-Q200-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q201,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.886371374130249,210,2025-03-26T22:44:50.587628,B,-1,MIR-2024-v01-t01-Q201-RespA-CorrectB-Score-1
MIR-2024-v01-t01-Q202,Prompt-001,claude-3-7-sonnet-20250219,A,A,1.4105114936828613,248,2025-03-26T22:44:52.499197,A,3,MIR-2024-v01-t01-Q202-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q203,Prompt-001,claude-3-7-sonnet-20250219,D,D,2.2263786792755127,231,2025-03-26T22:44:55.226543,D,3,MIR-2024-v01-t01-Q203-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q204,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.3724794387817383,226,2025-03-26T22:44:57.100019,C,3,MIR-2024-v01-t01-Q204-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q205,Prompt-001,claude-3-7-sonnet-20250219,B,B,0.6965782642364502,140,2025-03-26T22:44:58.297659,B,3,MIR-2024-v01-t01-Q205-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q206,Prompt-001,claude-3-7-sonnet-20250219,C,C,1.5471124649047852,302,2025-03-26T22:45:00.345783,D,-1,MIR-2024-v01-t01-Q206-RespC-CorrectD-Score-1
MIR-2024-v01-t01-Q207,Prompt-001,claude-3-7-sonnet-20250219,A,A,0.949242353439331,163,2025-03-26T22:45:01.796010,A,3,MIR-2024-v01-t01-Q207-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q208,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.1258306503295898,269,2025-03-26T22:45:03.422820,B,3,MIR-2024-v01-t01-Q208-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q209,Prompt-001,claude-3-7-sonnet-20250219,C,C,0.5800728797912598,158,2025-03-26T22:45:04.503919,C,3,MIR-2024-v01-t01-Q209-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q210,Prompt-001,claude-3-7-sonnet-20250219,B,B,1.603691577911377,178,2025-03-26T22:45:06.608717,B,3,MIR-2024-v01-t01-Q210-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q027,Prompt-001,o3-mini-2025-01-31,C,C,5.617705345153809,146,2025-03-26T22:25:18.094305,C,3,MIR-2024-v01-t01-Q027-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q029,Prompt-001,o3-mini-2025-01-31,D,D,2.904819965362549,197,2025-03-26T22:25:21.500070,D,3,MIR-2024-v01-t01-Q029-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q030,Prompt-001,o3-mini-2025-01-31,B,B,5.854636907577515,265,2025-03-26T22:25:27.855707,B,3,MIR-2024-v01-t01-Q030-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q031,Prompt-001,o3-mini-2025-01-31,D,D,2.3799657821655273,232,2025-03-26T22:25:30.736642,D,3,MIR-2024-v01-t01-Q031-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q032,Prompt-001,o3-mini-2025-01-31,A,A,3.288362503051758,179,2025-03-26T22:25:34.526085,A,3,MIR-2024-v01-t01-Q032-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q033,Prompt-001,o3-mini-2025-01-31,D,D,2.2376163005828857,157,2025-03-26T22:25:37.264658,D,3,MIR-2024-v01-t01-Q033-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q034,Prompt-001,o3-mini-2025-01-31,D,D,2.7770369052886963,193,2025-03-26T22:25:40.542615,D,3,MIR-2024-v01-t01-Q034-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q035,Prompt-001,o3-mini-2025-01-31,B,B,1.6050021648406982,200,2025-03-26T22:25:42.648598,B,3,MIR-2024-v01-t01-Q035-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q036,Prompt-001,o3-mini-2025-01-31,D,D,10.34040093421936,196,2025-03-26T22:25:53.489967,D,3,MIR-2024-v01-t01-Q036-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q037,Prompt-001,o3-mini-2025-01-31,C,C,5.41308069229126,230,2025-03-26T22:25:59.403951,C,3,MIR-2024-v01-t01-Q037-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q038,Prompt-001,o3-mini-2025-01-31,C,C,1.6734449863433838,261,2025-03-26T22:26:01.578554,C,3,MIR-2024-v01-t01-Q038-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q039,Prompt-001,o3-mini-2025-01-31,D,D,3.806917190551758,280,2025-03-26T22:26:05.886417,D,3,MIR-2024-v01-t01-Q039-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q040,Prompt-001,o3-mini-2025-01-31,A,A,3.3521811962127686,143,2025-03-26T22:26:09.739598,A,3,MIR-2024-v01-t01-Q040-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q041,Prompt-001,o3-mini-2025-01-31,D,D,2.5661916732788086,209,2025-03-26T22:26:12.806659,D,3,MIR-2024-v01-t01-Q041-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q042,Prompt-001,o3-mini-2025-01-31,C,C,1.6703391075134277,174,2025-03-26T22:26:14.978083,C,3,MIR-2024-v01-t01-Q042-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q043,Prompt-001,o3-mini-2025-01-31,C,C,4.95348858833313,208,2025-03-26T22:26:20.432527,B,-1,MIR-2024-v01-t01-Q043-RespC-CorrectB-Score-1
MIR-2024-v01-t01-Q044,Prompt-001,o3-mini-2025-01-31,D,D,1.61720871925354,243,2025-03-26T22:26:22.550655,D,3,MIR-2024-v01-t01-Q044-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q045,Prompt-001,o3-mini-2025-01-31,D,D,4.115630388259888,237,2025-03-26T22:26:27.167211,D,3,MIR-2024-v01-t01-Q045-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q046,Prompt-001,o3-mini-2025-01-31,A,A,2.4123950004577637,247,2025-03-26T22:26:30.080714,A,3,MIR-2024-v01-t01-Q046-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q047,Prompt-001,o3-mini-2025-01-31,A,A,2.8179330825805664,139,2025-03-26T22:26:33.399626,A,3,MIR-2024-v01-t01-Q047-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q048,Prompt-001,o3-mini-2025-01-31,A,A,1.9504547119140625,184,2025-03-26T22:26:35.851081,A,3,MIR-2024-v01-t01-Q048-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q049,Prompt-001,o3-mini-2025-01-31,D,D,5.254464387893677,209,2025-03-26T22:26:41.606661,D,3,MIR-2024-v01-t01-Q049-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q050,Prompt-001,o3-mini-2025-01-31,B,B,3.27883243560791,195,2025-03-26T22:26:45.386415,B,3,MIR-2024-v01-t01-Q050-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q051,Prompt-001,o3-mini-2025-01-31,D,D,9.065451860427856,193,2025-03-26T22:26:54.952821,C,-1,MIR-2024-v01-t01-Q051-RespD-CorrectC-Score-1
MIR-2024-v01-t01-Q052,Prompt-001,o3-mini-2025-01-31,B,B,3.2086915969848633,221,2025-03-26T22:26:58.662515,B,3,MIR-2024-v01-t01-Q052-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q053,Prompt-001,o3-mini-2025-01-31,D,D,3.386833429336548,213,2025-03-26T22:27:02.550280,D,3,MIR-2024-v01-t01-Q053-RespD-CorrectD-Score+3
MIR-2024-v01-t01-Q054,Prompt-001,o3-mini-2025-01-31,B,B,3.3366785049438477,289,2025-03-26T22:27:06.387922,B,3,MIR-2024-v01-t01-Q054-RespB-CorrectB-Score+3
MIR-2024-v01-t01-Q055,Prompt-001,o3-mini-2025-01-31,A,A,3.934652090072632,331,2025-03-26T22:27:10.823527,A,3,MIR-2024-v01-t01-Q055-RespA-CorrectA-Score+3
MIR-2024-v01-t01-Q057,Prompt-001,o3-mini-2025-01-31,C,C,2.742246389389038,279,2025-03-26T22:27:14.066721,C,3,MIR-2024-v01-t01-Q057-RespC-CorrectC-Score+3
MIR-2024-v01-t01-Q058,Prompt-001,o3-mini-2025-01-31,B,B,1.7287654876708984,213,2025-03-26T22:27:16.296451,B,3,MIR-2024-v01-t01-Q058-RespB-CorrectB-Score+3
