question_id,prompt_strategy,model,model_answer,raw_response,response_time,tokens_used,timestamp,correct_answer,score,result_id,correct
MIR-2024-v01-t01-Q116,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.147947072982788,178,2025-03-17T23:16:42.499622,A,3,MIR-2024-v01-t01-Q116-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q117,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0903518199920654,301,2025-03-17T23:16:44.090890,D,3,MIR-2024-v01-t01-Q117-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q118,Prompt-002,claude-3-7-sonnet-20250219,D,D,0.9689698219299316,170,2025-03-17T23:16:45.560796,D,3,MIR-2024-v01-t01-Q118-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q119,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1713392734527588,171,2025-03-17T23:16:47.233079,A,3,MIR-2024-v01-t01-Q119-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q120,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.0739412307739258,189,2025-03-17T23:16:48.807974,C,3,MIR-2024-v01-t01-Q120-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q121,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0001320838928223,269,2025-03-17T23:16:50.309052,A,3,MIR-2024-v01-t01-Q121-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q122,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.233652114868164,237,2025-03-17T23:16:52.043661,B,3,MIR-2024-v01-t01-Q122-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q123,Prompt-002,claude-3-7-sonnet-20250219,N,N,1.2942066192626953,273,2025-03-17T23:16:53.838776,D,0,MIR-2024-v01-t01-Q123-RespN-CorrectD-Score+0,False
MIR-2024-v01-t01-Q124,Prompt-002,claude-3-7-sonnet-20250219,D,D,2.2614009380340576,196,2025-03-17T23:16:56.601050,D,3,MIR-2024-v01-t01-Q124-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q125,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.2850713729858398,243,2025-03-17T23:16:58.387079,B,-1,MIR-2024-v01-t01-Q125-RespC-CorrectB-Score-1,False
MIR-2024-v01-t01-Q126,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0265967845916748,140,2025-03-17T23:16:59.914621,D,3,MIR-2024-v01-t01-Q126-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q127,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2051329612731934,235,2025-03-17T23:17:01.620729,A,3,MIR-2024-v01-t01-Q127-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q128,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.0230021476745605,273,2025-03-17T23:17:03.144633,B,3,MIR-2024-v01-t01-Q128-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q129,Prompt-002,claude-3-7-sonnet-20250219,D,D,0.7086262702941895,135,2025-03-17T23:17:04.354208,D,3,MIR-2024-v01-t01-Q129-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q130,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.3272664546966553,196,2025-03-17T23:17:06.182441,C,3,MIR-2024-v01-t01-Q130-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q131,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1699271202087402,269,2025-03-17T23:17:07.853329,C,3,MIR-2024-v01-t01-Q131-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q132,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.2507455348968506,228,2025-03-17T23:17:09.605074,D,3,MIR-2024-v01-t01-Q132-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q133,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1434104442596436,201,2025-03-17T23:17:11.249523,A,3,MIR-2024-v01-t01-Q133-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q134,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.2275762557983398,165,2025-03-17T23:17:12.978036,C,3,MIR-2024-v01-t01-Q134-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q135,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0860834121704102,253,2025-03-17T23:17:14.565146,A,3,MIR-2024-v01-t01-Q135-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q138,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1399304866790771,179,2025-03-17T23:17:16.206050,C,3,MIR-2024-v01-t01-Q138-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q139,Prompt-002,claude-3-7-sonnet-20250219,A,A,0.9968984127044678,189,2025-03-17T23:17:17.703976,A,3,MIR-2024-v01-t01-Q139-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q140,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.171973705291748,149,2025-03-17T23:17:19.376932,C,3,MIR-2024-v01-t01-Q140-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q141,Prompt-002,claude-3-7-sonnet-20250219,B,B,0.7898440361022949,139,2025-03-17T23:17:20.667720,B,3,MIR-2024-v01-t01-Q141-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q142,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1508376598358154,183,2025-03-17T23:17:22.319471,C,3,MIR-2024-v01-t01-Q142-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q143,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.304645299911499,213,2025-03-17T23:17:24.125107,A,-1,MIR-2024-v01-t01-Q143-RespB-CorrectA-Score-1,False
MIR-2024-v01-t01-Q145,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.4296209812164307,292,2025-03-17T23:17:26.055866,C,3,MIR-2024-v01-t01-Q145-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q146,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2479195594787598,176,2025-03-17T23:17:27.804695,C,-1,MIR-2024-v01-t01-Q146-RespB-CorrectC-Score-1,False
MIR-2024-v01-t01-Q147,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.232395887374878,202,2025-03-17T23:17:29.538091,C,3,MIR-2024-v01-t01-Q147-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q148,Prompt-002,claude-3-7-sonnet-20250219,A,A,0.991814136505127,293,2025-03-17T23:17:31.031054,A,3,MIR-2024-v01-t01-Q148-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q149,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.2642223834991455,195,2025-03-17T23:17:32.796202,C,3,MIR-2024-v01-t01-Q149-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q150,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.4117205142974854,175,2025-03-17T23:17:34.708894,D,3,MIR-2024-v01-t01-Q150-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q151,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.004668951034546,141,2025-03-17T23:17:36.214468,A,3,MIR-2024-v01-t01-Q151-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q152,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2289133071899414,228,2025-03-17T23:17:37.944361,A,3,MIR-2024-v01-t01-Q152-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q153,Prompt-002,claude-3-7-sonnet-20250219,C,C,12.614362955093384,159,2025-03-17T23:17:51.059692,C,3,MIR-2024-v01-t01-Q153-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q154,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.229705572128296,176,2025-03-17T23:17:52.790359,B,3,MIR-2024-v01-t01-Q154-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q155,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0638868808746338,167,2025-03-17T23:17:54.355167,D,3,MIR-2024-v01-t01-Q155-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q156,Prompt-002,claude-3-7-sonnet-20250219,C,C,2.4501986503601074,257,2025-03-17T23:17:57.306291,C,3,MIR-2024-v01-t01-Q156-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q157,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.0413391590118408,146,2025-03-17T23:17:58.848531,C,3,MIR-2024-v01-t01-Q157-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q158,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.429248332977295,153,2025-03-17T23:18:00.778730,D,3,MIR-2024-v01-t01-Q158-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q159,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.0881626605987549,262,2025-03-17T23:18:02.367799,D,3,MIR-2024-v01-t01-Q159-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q160,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.5526301860809326,278,2025-03-17T23:18:04.421366,B,3,MIR-2024-v01-t01-Q160-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q161,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.3659963607788086,206,2025-03-17T23:18:06.288384,B,3,MIR-2024-v01-t01-Q161-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q162,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.322432279586792,171,2025-03-17T23:18:08.111895,B,3,MIR-2024-v01-t01-Q162-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q163,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2286009788513184,196,2025-03-17T23:18:09.841410,B,3,MIR-2024-v01-t01-Q163-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q164,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.207066297531128,139,2025-03-17T23:18:11.549419,B,3,MIR-2024-v01-t01-Q164-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q165,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2842738628387451,224,2025-03-17T23:18:13.334717,A,3,MIR-2024-v01-t01-Q165-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q166,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.9653117656707764,182,2025-03-17T23:18:14.801001,C,3,MIR-2024-v01-t01-Q166-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q167,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2487914562225342,197,2025-03-17T23:18:16.550745,A,3,MIR-2024-v01-t01-Q167-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q168,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.913088321685791,191,2025-03-17T23:18:18.964805,B,3,MIR-2024-v01-t01-Q168-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q169,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1849167346954346,270,2025-03-17T23:18:20.650688,C,3,MIR-2024-v01-t01-Q169-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q170,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.507098913192749,153,2025-03-17T23:18:22.659041,A,3,MIR-2024-v01-t01-Q170-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q171,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.5499248504638672,314,2025-03-17T23:18:24.709918,D,3,MIR-2024-v01-t01-Q171-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q172,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2054128646850586,244,2025-03-17T23:18:26.416480,B,3,MIR-2024-v01-t01-Q172-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q173,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.352769374847412,145,2025-03-17T23:18:28.270279,A,3,MIR-2024-v01-t01-Q173-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q174,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.5378916263580322,270,2025-03-17T23:18:30.309147,B,3,MIR-2024-v01-t01-Q174-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q175,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.1193115711212158,270,2025-03-17T23:18:31.929450,A,3,MIR-2024-v01-t01-Q175-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q176,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.1369972229003906,240,2025-03-17T23:18:33.567430,C,3,MIR-2024-v01-t01-Q176-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q177,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.239513635635376,197,2025-03-17T23:18:35.307918,C,3,MIR-2024-v01-t01-Q177-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q178,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.159743070602417,260,2025-03-17T23:18:36.968665,B,3,MIR-2024-v01-t01-Q178-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q179,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.51918625831604,343,2025-03-17T23:18:38.988869,C,3,MIR-2024-v01-t01-Q179-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q180,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1707360744476318,361,2025-03-17T23:18:40.660462,0,-1,MIR-2024-v01-t01-Q180-RespD-Correct0-Score-1,False
MIR-2024-v01-t01-Q181,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.1973679065704346,236,2025-03-17T23:18:42.358788,B,3,MIR-2024-v01-t01-Q181-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q184,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0912237167358398,258,2025-03-17T23:18:43.950967,A,3,MIR-2024-v01-t01-Q184-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q185,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.201429843902588,263,2025-03-17T23:18:45.653369,C,3,MIR-2024-v01-t01-Q185-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q186,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.103665828704834,249,2025-03-17T23:18:47.257952,D,3,MIR-2024-v01-t01-Q186-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q187,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.9974367618560791,257,2025-03-17T23:18:48.756318,A,-1,MIR-2024-v01-t01-Q187-RespC-CorrectA-Score-1,False
MIR-2024-v01-t01-Q188,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.7199029922485352,128,2025-03-17T23:18:49.977201,C,3,MIR-2024-v01-t01-Q188-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q189,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.515476942062378,192,2025-03-17T23:18:51.993683,D,-1,MIR-2024-v01-t01-Q189-RespB-CorrectD-Score-1,False
MIR-2024-v01-t01-Q190,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.1319754123687744,163,2025-03-17T23:18:53.626528,D,3,MIR-2024-v01-t01-Q190-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q191,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.3466441631317139,202,2025-03-17T23:18:55.474185,B,3,MIR-2024-v01-t01-Q191-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q192,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.4249522686004639,300,2025-03-17T23:18:57.400123,B,3,MIR-2024-v01-t01-Q192-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q193,Prompt-002,claude-3-7-sonnet-20250219,N,N,1.390334129333496,156,2025-03-17T23:18:59.291465,C,0,MIR-2024-v01-t01-Q193-RespN-CorrectC-Score+0,False
MIR-2024-v01-t01-Q194,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.2153470516204834,245,2025-03-17T23:19:01.007731,C,3,MIR-2024-v01-t01-Q194-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q195,Prompt-002,claude-3-7-sonnet-20250219,C,C,0.9623539447784424,224,2025-03-17T23:19:02.470938,C,3,MIR-2024-v01-t01-Q195-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q196,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.323472023010254,193,2025-03-17T23:19:04.295455,B,3,MIR-2024-v01-t01-Q196-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q197,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2274847030639648,156,2025-03-17T23:19:06.023900,A,3,MIR-2024-v01-t01-Q197-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q198,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.3206617832183838,235,2025-03-17T23:19:07.845454,B,3,MIR-2024-v01-t01-Q198-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q199,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.151360034942627,223,2025-03-17T23:19:09.497731,D,3,MIR-2024-v01-t01-Q199-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q200,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.192864179611206,265,2025-03-17T23:19:11.191503,A,3,MIR-2024-v01-t01-Q200-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q201,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.2324700355529785,154,2025-03-17T23:19:12.924932,B,3,MIR-2024-v01-t01-Q201-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q202,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.8936665058135986,218,2025-03-17T23:19:15.319657,D,3,MIR-2024-v01-t01-Q202-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q203,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.0995519161224365,165,2025-03-17T23:19:16.920172,B,3,MIR-2024-v01-t01-Q203-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q204,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.344336748123169,336,2025-03-17T23:19:18.765514,D,3,MIR-2024-v01-t01-Q204-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q205,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.0807456970214844,257,2025-03-17T23:19:20.347179,D,-1,MIR-2024-v01-t01-Q205-RespB-CorrectD-Score-1,False
MIR-2024-v01-t01-Q206,Prompt-002,claude-3-7-sonnet-20250219,C,C,1.0522117614746094,219,2025-03-17T23:19:21.900361,0,-1,MIR-2024-v01-t01-Q206-RespC-Correct0-Score-1,False
MIR-2024-v01-t01-Q207,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.2368505001068115,271,2025-03-17T23:19:23.638244,A,3,MIR-2024-v01-t01-Q207-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q208,Prompt-002,claude-3-7-sonnet-20250219,A,A,1.0148439407348633,206,2025-03-17T23:19:25.154158,A,3,MIR-2024-v01-t01-Q208-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q209,Prompt-002,claude-3-7-sonnet-20250219,B,B,1.1409862041473389,169,2025-03-17T23:19:26.796120,B,3,MIR-2024-v01-t01-Q209-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q210,Prompt-002,claude-3-7-sonnet-20250219,D,D,1.2254371643066406,288,2025-03-17T23:19:28.522588,D,3,MIR-2024-v01-t01-Q210-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q026,Prompt-002,o3-mini-2025-01-31,B,B,2.296638250350952,245,2025-03-17T22:56:36.859293,B,3,MIR-2024-v01-t01-Q026-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q027,Prompt-002,o3-mini-2025-01-31,INVALID,,5.223463296890259,195,2025-03-17T22:56:42.583661,C,0,MIR-2024-v01-t01-Q027-RespINVALID-CorrectC-Score+0,False
MIR-2024-v01-t01-Q028,Prompt-002,o3-mini-2025-01-31,A,A,11.929317474365234,193,2025-03-17T22:56:55.013888,A,3,MIR-2024-v01-t01-Q028-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q029,Prompt-002,o3-mini-2025-01-31,B,B,4.27557373046875,200,2025-03-17T22:56:59.790528,B,3,MIR-2024-v01-t01-Q029-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q030,Prompt-002,o3-mini-2025-01-31,C,C,4.201141834259033,211,2025-03-17T22:57:04.492596,C,3,MIR-2024-v01-t01-Q030-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q031,Prompt-002,o3-mini-2025-01-31,D,D,3.0950820446014404,227,2025-03-17T22:57:08.088654,D,3,MIR-2024-v01-t01-Q031-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q032,Prompt-002,o3-mini-2025-01-31,A,A,3.4399454593658447,185,2025-03-17T22:57:12.029493,A,3,MIR-2024-v01-t01-Q032-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q033,Prompt-002,o3-mini-2025-01-31,C,C,1.5140769481658936,149,2025-03-17T22:57:14.044490,C,3,MIR-2024-v01-t01-Q033-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q034,Prompt-002,o3-mini-2025-01-31,INVALID,,8.377293348312378,162,2025-03-17T22:57:22.922681,B,0,MIR-2024-v01-t01-Q034-RespINVALID-CorrectB-Score+0,False
MIR-2024-v01-t01-Q035,Prompt-002,o3-mini-2025-01-31,D,D,1.4366302490234375,223,2025-03-17T22:57:24.860264,D,3,MIR-2024-v01-t01-Q035-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q036,Prompt-002,o3-mini-2025-01-31,D,D,4.130185604095459,228,2025-03-17T22:57:29.491365,D,3,MIR-2024-v01-t01-Q036-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q037,Prompt-002,o3-mini-2025-01-31,A,A,1.9080920219421387,237,2025-03-17T22:57:31.900405,A,3,MIR-2024-v01-t01-Q037-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q038,Prompt-002,o3-mini-2025-01-31,A,A,3.4428200721740723,213,2025-03-17T22:57:35.844211,A,3,MIR-2024-v01-t01-Q038-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q039,Prompt-002,o3-mini-2025-01-31,C,C,2.314901113510132,214,2025-03-17T22:57:38.660071,C,3,MIR-2024-v01-t01-Q039-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q040,Prompt-002,o3-mini-2025-01-31,B,B,2.0645861625671387,187,2025-03-17T22:57:41.225525,B,3,MIR-2024-v01-t01-Q040-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q041,Prompt-002,o3-mini-2025-01-31,C,C,1.818615436553955,215,2025-03-17T22:57:43.545071,C,3,MIR-2024-v01-t01-Q041-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q042,Prompt-002,o3-mini-2025-01-31,D,D,2.1091580390930176,179,2025-03-17T22:57:46.155228,D,3,MIR-2024-v01-t01-Q042-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q043,Prompt-002,o3-mini-2025-01-31,A,A,3.499725818634033,244,2025-03-17T22:57:50.155946,A,3,MIR-2024-v01-t01-Q043-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q044,Prompt-002,o3-mini-2025-01-31,D,D,1.8210995197296143,145,2025-03-17T22:57:52.478009,D,3,MIR-2024-v01-t01-Q044-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q045,Prompt-002,o3-mini-2025-01-31,D,D,1.5712802410125732,144,2025-03-17T22:57:54.550277,D,3,MIR-2024-v01-t01-Q045-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q046,Prompt-002,o3-mini-2025-01-31,B,B,1.8290283679962158,166,2025-03-17T22:57:56.880237,B,3,MIR-2024-v01-t01-Q046-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q047,Prompt-002,o3-mini-2025-01-31,C,C,2.329514741897583,293,2025-03-17T22:57:59.710858,C,3,MIR-2024-v01-t01-Q047-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q048,Prompt-002,o3-mini-2025-01-31,C,C,3.381770133972168,182,2025-03-17T22:58:03.593474,C,3,MIR-2024-v01-t01-Q048-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q049,Prompt-002,o3-mini-2025-01-31,B,B,3.4253170490264893,286,2025-03-17T22:58:07.519904,B,3,MIR-2024-v01-t01-Q049-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q050,Prompt-002,o3-mini-2025-01-31,C,C,3.438231945037842,165,2025-03-17T22:58:11.459020,C,3,MIR-2024-v01-t01-Q050-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q051,Prompt-002,o3-mini-2025-01-31,A,A,1.9321880340576172,140,2025-03-17T22:58:13.892125,A,3,MIR-2024-v01-t01-Q051-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q052,Prompt-002,o3-mini-2025-01-31,D,D,2.6903622150421143,133,2025-03-17T22:58:17.083513,D,3,MIR-2024-v01-t01-Q052-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q053,Prompt-002,o3-mini-2025-01-31,C,C,2.1173813343048096,119,2025-03-17T22:58:19.701852,C,3,MIR-2024-v01-t01-Q053-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q054,Prompt-002,o3-mini-2025-01-31,B,B,4.108351230621338,146,2025-03-17T22:58:24.311097,B,3,MIR-2024-v01-t01-Q054-RespB-CorrectB-Score+3,True
MIR-2024-v01-t01-Q055,Prompt-002,o3-mini-2025-01-31,C,C,3.8670828342437744,159,2025-03-17T22:58:28.679113,C,3,MIR-2024-v01-t01-Q055-RespC-CorrectC-Score+3,True
MIR-2024-v01-t01-Q056,Prompt-002,o3-mini-2025-01-31,D,D,3.5535295009613037,184,2025-03-17T22:58:32.733522,D,3,MIR-2024-v01-t01-Q056-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q057,Prompt-002,o3-mini-2025-01-31,INVALID,,5.577083587646484,167,2025-03-17T22:58:38.811971,A,0,MIR-2024-v01-t01-Q057-RespINVALID-CorrectA-Score+0,False
MIR-2024-v01-t01-Q058,Prompt-002,o3-mini-2025-01-31,D,D,4.758192300796509,184,2025-03-17T22:58:44.071085,A,-1,MIR-2024-v01-t01-Q058-RespD-CorrectA-Score-1,False
MIR-2024-v01-t01-Q059,Prompt-002,o3-mini-2025-01-31,A,A,2.314358949661255,250,2025-03-17T22:58:46.886406,A,3,MIR-2024-v01-t01-Q059-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q060,Prompt-002,o3-mini-2025-01-31,A,A,4.459323883056641,137,2025-03-17T22:58:51.846615,A,3,MIR-2024-v01-t01-Q060-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q061,Prompt-002,o3-mini-2025-01-31,A,A,2.098902702331543,237,2025-03-17T22:58:54.446484,A,3,MIR-2024-v01-t01-Q061-RespA-CorrectA-Score+3,True
MIR-2024-v01-t01-Q062,Prompt-002,o3-mini-2025-01-31,D,D,8.480953931808472,171,2025-03-17T22:59:03.428376,D,3,MIR-2024-v01-t01-Q062-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q063,Prompt-002,o3-mini-2025-01-31,D,D,4.710736274719238,226,2025-03-17T22:59:08.640263,D,3,MIR-2024-v01-t01-Q063-RespD-CorrectD-Score+3,True
MIR-2024-v01-t01-Q064,Prompt-002,o3-mini-2025-01-31,INVALID,,6.067077159881592,208,2025-03-17T22:59:15.208323,0,0,MIR-2024-v01-t01-Q064-RespINVALID-Correct0-Score+0,False
